matricule,serie_bac,wilaya_bac,moyenne_bac,sexe,english,french,his_geo,arabic_literature,maths,philosophy,physics,primary_module,islamic_science
39006152,N03,3,11.03,FEMININ,11.0,11.0,13.0,9.5,12.5,6.5,10.0,9.0,17.5
32014737,N05,2,11.21,FEMININ,6.5,9.0,11.5,9.5,11.0,8.5,11.0,13.0,14.0
35065578,N03,19,9.66,MASCULIN,11.5,10.5,8.0,17.0,6.0,3.0,10.0,8.0,13.5
31058121,N03,16,11.65,MASCULIN,13.0,11.0,12.5,16.0,13.0,3.0,14.0,8.0,10.5
31028110,N03,35,10.18,FEMININ,9.5,9.5,11.0,9.5,8.0,5.0,8.0,13.0,15.5
38041773,N05,29,12.53,MASCULIN,13.0,5.0,10.5,8.0,12.0,6.0,12.5,19.0,11.5
33008918,N05,6,11.41,FEMININ,11.5,8.5,17.0,10.5,8.5,6.0,13.0,11.5,16.0
35064721,N03,19,14.05,MASCULIN,10.5,10.5,13.5,15.0,15.5,10.0,16.5,11.5,19.5
35052361,N05,19,11.77,MASCULIN,10.5,8.0,11.5,9.0,14.0,1.0,10.5,18.0,8.0
36020771,N03,23,12.88,FEMININ,18.5,11.5,10.0,15.0,12.0,9.5,13.5,10.5,16.0
36003691,N03,21,10.28,MASCULIN,8.0,4.5,12.0,10.5,10.5,9.5,10.0,10.0,13.5
34036127,N03,25,11.72,FEMININ,14.0,14.0,13.0,15.5,7.5,7.5,10.5,10.0,19.0
36002896,N05,21,9.61,FEMININ,1.5,3.5,10.5,8.5,12.0,8.5,8.5,11.5,10.5
34019818,N03,12,11.1,FEMININ,5.5,11.0,11.0,11.0,12.5,7.0,9.5,10.5,19.0
38003452,N05,8,10.79,FEMININ,8.5,6.0,12.0,13.0,8.5,5.0,10.0,12.5,18.5
31048964,N03,16,10.0,FEMININ,7.5,3.0,12.5,13.5,10.5,9.0,8.0,8.5,16.5
36031372,N03,23,10.72,FEMININ,9.0,13.0,10.0,16.0,9.0,6.5,9.5,8.5,16.5
33046628,N03,34,15.9,FEMININ,14.5,12.5,17.5,12.5,17.5,12.5,16.5,16.5,18.5
31044787,N03,16,16.82,FEMININ,19.0,16.0,17.5,19.5,18.5,13.0,18.0,12.5,19.5
32018435,N04,9,11.24,MASCULIN,11.5,12.0,6.0,15.0,12.5,8.0,10.0,5.0,15.5
33016503,N03,6,14.42,FEMININ,12.5,14.0,15.5,15.5,11.5,14.0,17.5,12.5,17.5
39083806,N03,39,11.87,FEMININ,6.0,8.0,11.0,14.5,13.5,7.5,12.0,11.5,16.0
32070027,N03,44,12.92,FEMININ,12.5,16.0,14.0,12.0,11.0,12.5,6.5,16.5,18.5
39056570,N03,30,9.83,MASCULIN,10.0,14.0,11.5,11.0,8.0,2.5,7.5,11.5,10.0
36054009,N03,41,14.93,FEMININ,16.0,13.0,17.5,18.5,17.5,10.0,12.0,13.5,18.0
36018732,N03,23,12.97,FEMININ,15.0,14.5,14.0,8.5,11.0,4.5,14.5,16.0,12.5
34026570,N03,12,12.71,MASCULIN,5.0,5.5,13.0,13.0,14.0,7.5,16.0,12.5,18.0
39054574,N03,30,10.4,MASCULIN,6.0,2.0,10.0,13.0,11.5,7.0,10.0,9.5,19.5
31037635,N03,16,11.64,MASCULIN,10.0,13.5,10.0,10.5,14.0,7.0,11.5,9.0,18.5
36023711,N03,23,14.58,FEMININ,17.0,15.5,14.5,16.5,10.0,9.0,16.0,14.5,19.5
33004740,N03,6,16.88,FEMININ,18.0,17.0,18.5,17.0,18.5,13.5,14.5,15.5,19.5
34043844,N03,25,14.15,MASCULIN,6.0,9.5,17.0,16.0,18.5,3.5,15.5,13.0,19.0
31077135,N04,16,16.36,FEMININ,15.0,14.0,15.0,15.5,19.0,7.0,17.5,14.5,20.0
38045366,N03,29,11.0,MASCULIN,11.5,10.0,11.5,13.5,10.0,12.0,9.5,9.0,14.0
39069109,N03,39,10.62,FEMININ,5.5,5.0,10.5,11.5,12.0,8.5,12.5,9.5,17.5
32039919,N03,26,11.53,FEMININ,13.0,10.5,14.5,18.0,5.0,11.5,11.5,12.0,9.5
35001618,N03,5,15.62,FEMININ,18.0,17.5,13.5,14.0,14.0,9.0,16.0,17.0,19.5
37057182,N03,31,10.45,FEMININ,6.5,10.5,12.5,13.5,6.5,6.0,11.0,11.5,13.0
31091955,N03,16,14.59,FEMININ,11.0,7.5,12.5,16.0,19.0,9.5,18.0,12.5,17.0
36007033,N03,21,10.94,MASCULIN,16.5,15.5,14.0,8.5,6.0,9.0,5.5,14.0,16.5
31035828,N03,35,14.26,MASCULIN,15.0,17.0,17.0,13.5,15.0,9.5,17.0,10.5,16.5
38042130,N03,22,12.74,FEMININ,10.5,5.5,11.0,17.0,15.5,11.5,14.5,9.0,16.0
31044679,N03,16,15.68,FEMININ,17.5,13.0,16.5,18.0,18.0,7.0,18.0,12.0,18.5
36020621,N05,23,14.09,FEMININ,16.5,9.5,6.5,11.0,20.0,8.5,10.0,17.0,15.5
32070147,N03,44,13.75,FEMININ,14.0,8.0,15.5,16.0,14.0,10.0,14.0,12.5,18.0
35035206,N03,7,15.97,FEMININ,10.5,9.5,17.5,14.0,19.5,16.5,18.5,14.0,18.0
35047945,N03,19,11.15,MASCULIN,11.0,13.0,10.0,14.0,10.5,7.0,11.5,8.0,16.5
33045259,N03,34,10.99,FEMININ,14.5,11.5,13.5,9.5,11.5,5.5,8.5,11.0,14.0
38010223,N03,14,10.95,FEMININ,7.0,5.0,16.0,12.5,9.5,6.0,9.5,13.0,16.0
35084425,N03,28,10.6,FEMININ,8.5,6.0,13.0,14.5,8.5,6.5,9.0,11.0,17.0
35013861,N03,5,17.34,FEMININ,16.0,16.5,17.0,18.5,18.0,11.5,18.0,17.5,18.5
34052429,N03,40,9.62,FEMININ,3.5,5.0,11.0,11.5,10.5,2.0,9.5,10.5,15.5
37047162,N05,31,9.98,MASCULIN,9.5,10.5,10.5,5.0,8.5,5.0,3.5,18.0,13.5
31016671,N05,15,10.99,MASCULIN,3.5,17.5,7.0,19.5,11.5,14.25,16.0,11.0,11.0
38051106,N03,29,10.18,FEMININ,11.0,6.5,19.0,12.0,9.0,3.0,9.5,9.0,12.5
31013653,N03,15,9.65,MASCULIN,7.5,13.5,8.0,3.0,9.0,9.5,9.0,12.0,8.0
35046782,N03,19,15.88,FEMININ,15.0,13.5,16.0,15.0,19.0,10.0,17.0,15.0,16.5
34007193,N03,4,14.73,MASCULIN,13.0,14.5,13.5,16.5,16.5,4.5,17.0,14.5,13.5
37048590,N03,31,12.2,FEMININ,15.0,10.5,12.0,16.5,13.0,6.5,8.5,11.5,17.0
35015933,N03,5,10.77,FEMININ,7.5,8.5,11.5,16.5,7.5,11.5,10.0,10.0,15.0
31097977,N03,16,12.09,FEMININ,9.5,11.0,16.0,12.0,9.0,14.0,10.0,13.0,17.0
33035027,N03,18,16.0,FEMININ,14.5,13.5,17.0,15.0,20.0,8.5,18.5,13.0,19.5
37062188,N05,46,10.73,MASCULIN,12.0,4.0,16.0,15.0,5.5,5.0,8.5,15.5,14.0
37032480,N03,27,10.12,MASCULIN,7.5,9.0,10.5,12.0,15.0,3.5,5.5,9.5,13.5
36054596,N03,41,9.84,FEMININ,10.0,11.0,11.5,14.0,5.5,12.5,3.5,11.0,16.5
31033760,N03,35,10.95,MASCULIN,10.5,10.5,11.5,9.0,13.5,7.5,9.0,10.0,15.5
34073464,N03,43,9.67,FEMININ,11.0,13.0,8.5,13.0,8.5,4.0,10.0,9.5,9.5
39058925,N03,30,11.05,MASCULIN,6.5,7.0,11.5,14.0,8.0,8.0,13.5,10.0,18.5
38013103,N03,14,11.52,FEMININ,5.5,7.0,15.5,13.0,12.5,8.5,11.0,11.0,15.5
39048333,N03,30,11.65,FEMININ,11.0,6.0,12.0,15.0,12.5,6.0,9.0,14.0,12.5
35029411,N03,7,14.92,FEMININ,13.0,13.0,16.5,16.0,13.5,5.0,13.5,18.5,19.5
36005541,N03,21,13.04,FEMININ,5.5,8.0,15.0,15.5,17.0,7.5,15.5,11.0,13.0
36047371,N03,41,10.47,FEMININ,6.0,5.0,13.5,10.5,8.5,5.0,10.5,13.5,15.5
34072917,N03,43,9.85,FEMININ,9.5,3.5,8.5,11.0,9.0,12.5,7.5,10.5,15.5
39061857,N03,39,10.18,FEMININ,11.0,12.5,11.5,6.0,11.0,4.5,8.5,9.0,18.5
35033492,N03,7,12.35,MASCULIN,17.0,14.0,14.0,13.5,13.5,3.0,12.5,8.0,18.0
37038893,N03,27,9.53,MASCULIN,8.0,4.0,12.0,13.0,9.0,5.5,7.5,8.5,17.5
35005735,N03,5,11.67,FEMININ,12.0,9.0,13.0,10.5,14.0,5.0,9.5,11.0,19.5
35033391,N03,7,10.23,FEMININ,2.0,6.5,12.0,14.0,16.0,2.5,9.5,8.5,10.5
31082738,N03,16,14.77,FEMININ,9.5,9.0,15.5,13.5,17.0,10.0,19.0,13.0,19.0
32061540,N03,42,11.77,FEMININ,13.5,15.5,12.0,13.5,9.5,5.5,6.5,14.0,18.5
35004841,N03,5,11.64,MASCULIN,12.0,15.5,14.5,15.0,7.0,9.0,7.5,12.5,18.0
34079155,N03,43,14.89,MASCULIN,16.5,13.0,12.5,16.0,20.0,7.5,17.5,10.5,16.5
37066278,N03,31,12.71,FEMININ,11.0,10.5,14.0,13.5,13.0,4.5,14.5,14.0,10.0
37038240,N03,27,9.68,FEMININ,6.5,12.0,9.0,13.5,8.0,7.0,8.0,8.0,17.0
31045991,N03,16,12.9,MASCULIN,13.5,14.0,14.5,14.0,12.5,5.0,14.5,12.0,12.5
36020617,N05,23,11.08,FEMININ,9.0,8.5,15.0,14.5,6.0,10.0,5.5,16.0,18.0
31027184,N05,35,10.0,MASCULIN,6.5,8.0,13.0,12.0,6.0,8.5,8.5,13.0,13.5
34039307,N03,25,16.25,FEMININ,16.0,15.0,13.5,14.0,19.5,12.0,19.5,14.0,17.0
38073552,N03,38,12.28,FEMININ,16.0,14.5,15.5,11.0,12.0,13.5,11.0,11.5,10.0
37061315,N03,46,10.27,FEMININ,14.0,9.5,12.0,12.5,7.5,8.0,6.0,12.0,15.5
32075068,N03,44,10.49,MASCULIN,4.5,7.0,15.0,8.5,7.0,9.0,15.5,9.5,15.0
31054009,N03,16,11.48,FEMININ,13.5,15.5,13.0,11.0,11.5,8.5,10.5,9.0,15.5
32016402,N03,9,14.47,MASCULIN,10.0,12.5,14.0,16.5,11.0,11.5,19.0,13.5,19.5
35006120,N03,5,9.29,FEMININ,6.0,3.5,9.5,11.5,9.0,4.0,9.5,9.5,15.5
33029925,N03,18,11.21,FEMININ,15.0,8.5,13.5,15.5,4.0,11.0,13.0,10.0,15.5
32071550,N03,44,14.05,FEMININ,12.0,12.5,13.5,14.0,18.0,12.5,13.0,11.5,18.0
31072685,N03,16,11.79,FEMININ,12.0,17.5,12.5,12.5,9.5,6.5,10.0,13.0,13.5
34046450,N03,25,13.08,FEMININ,5.5,10.5,13.0,16.0,14.5,5.0,13.0,13.5,19.0
39053375,N03,30,12.03,FEMININ,15.5,9.5,13.5,14.5,8.5,13.0,11.0,10.0,18.5
31027044,N04,35,13.27,FEMININ,14.0,10.0,8.5,17.0,13.0,8.0,16.0,6.5,17.5
37063087,N03,46,10.72,FEMININ,10.0,10.0,14.0,15.5,7.5,15.0,7.0,10.5,12.0
32071390,N03,44,10.98,MASCULIN,10.5,8.0,10.5,12.0,10.5,6.5,14.0,9.5,12.5
35069245,N03,28,11.01,FEMININ,6.5,7.5,13.5,10.5,12.5,4.0,16.5,8.5,12.0
34059836,N03,40,10.28,FEMININ,7.5,6.5,11.0,12.0,6.5,12.0,10.0,10.0,18.0
34045085,N03,25,10.65,MASCULIN,6.5,12.0,8.0,16.0,14.0,5.0,9.0,6.5,17.5
38045465,N04,29,11.67,MASCULIN,11.5,8.5,13.0,10.5,15.0,3.0,13.0,5.0,11.0
38055004,N03,29,10.9,FEMININ,6.5,9.0,8.5,13.5,12.0,11.5,8.5,10.0,17.5
31030559,N03,35,12.92,FEMININ,11.0,11.5,12.0,13.5,13.0,10.5,13.0,12.5,17.5
35004390,N03,5,10.72,FEMININ,10.5,7.5,12.5,9.5,12.0,3.5,11.5,9.0,17.0
32033302,N03,9,15.73,MASCULIN,13.5,13.0,13.5,16.0,15.5,14.0,18.0,16.5,15.5
32038194,N03,26,11.38,FEMININ,7.0,3.0,8.5,10.5,14.0,6.0,13.5,12.0,18.0
31066239,N03,16,10.79,FEMININ,11.5,14.5,8.0,13.0,9.5,4.5,11.5,11.5,11.5
36020016,N03,23,12.43,FEMININ,14.5,16.0,12.0,7.0,9.5,6.0,12.5,17.0,11.5
31075158,N03,16,15.62,MASCULIN,16.5,16.5,14.5,15.0,15.0,11.5,18.5,15.0,14.0
34054132,N04,25,13.74,FEMININ,7.0,9.0,13.0,11.0,16.5,9.0,16.0,11.0,18.0
31046736,N03,16,12.68,FEMININ,8.0,3.5,9.5,12.5,17.0,13.5,11.5,14.5,14.0
32025409,N03,9,14.07,FEMININ,13.5,13.0,13.5,13.5,10.0,8.5,18.5,14.0,20.0
35075522,N03,19,13.23,MASCULIN,15.0,12.0,11.5,15.0,14.0,7.5,16.5,9.0,17.5
39048745,N03,30,11.95,FEMININ,7.0,4.5,17.5,8.5,12.0,15.0,15.0,9.5,17.5
34039489,N03,25,15.74,FEMININ,11.0,12.0,14.5,14.0,20.0,8.5,15.5,17.5,19.0
33025913,N03,10,14.08,FEMININ,19.0,13.5,15.0,16.5,10.0,9.5,14.0,12.0,19.0
33005347,N03,6,14.57,FEMININ,17.5,14.5,13.5,15.5,14.5,10.5,11.5,14.0,19.0
31006893,N03,15,12.1,MASCULIN,9.5,10.5,13.0,14.0,13.5,8.0,10.5,10.5,14.0
36045644,N03,36,13.09,FEMININ,15.5,11.5,13.5,13.0,12.5,13.0,12.5,11.5,17.5
34028026,N05,12,17.34,FEMININ,17.0,12.0,13.5,18.0,18.0,9.5,18.5,20.0,19.0
37042752,N04,31,14.53,FEMININ,12.0,11.5,11.5,10.0,16.5,9.0,19.0,14.0,13.0
32052540,N05,42,9.38,MASCULIN,9.5,8.0,6.5,6.0,13.0,2.5,6.5,14.0,2.5
33019133,N03,10,13.19,FEMININ,16.5,14.0,16.5,12.0,12.5,11.0,11.5,12.5,15.0
31107049,N03,16,12.55,MASCULIN,17.0,15.5,11.5,15.0,17.0,5.0,10.0,9.5,14.5
36023128,N03,23,9.15,MASCULIN,4.0,4.5,12.0,9.5,9.0,7.5,8.5,9.0,14.5
32040891,N03,26,9.53,FEMININ,5.0,5.5,12.5,10.0,13.0,7.5,9.5,6.5,12.5
36007889,N03,21,9.97,MASCULIN,6.5,6.5,11.5,11.0,9.5,4.5,9.5,10.5,16.5
32040841,N03,26,12.75,FEMININ,11.5,14.0,8.5,13.5,13.0,5.5,15.5,11.5,16.5
34037283,N05,25,10.33,FEMININ,6.0,11.0,12.0,12.5,7.0,9.5,9.0,12.0,13.5
31079314,N03,16,10.12,MASCULIN,13.0,12.5,8.0,14.0,11.5,4.5,7.0,8.0,14.0
33044229,N03,18,15.05,MASCULIN,14.0,8.5,19.5,18.5,15.0,14.5,15.0,14.0,17.0
35032787,N03,7,9.97,FEMININ,8.5,6.5,10.0,14.0,11.0,6.0,8.5,7.5,16.5
31058339,N04,16,15.52,MASCULIN,14.0,11.5,14.5,15.5,19.0,5.0,19.5,10.0,14.0
35066679,N04,19,12.52,MASCULIN,9.0,8.5,10.0,14.5,14.5,7.0,13.0,10.5,15.5
37044645,N03,31,9.97,MASCULIN,7.0,9.5,9.5,11.5,13.0,13.5,7.5,8.0,8.0
34051932,N03,25,15.65,FEMININ,17.0,13.0,13.5,13.0,17.0,10.0,17.5,15.5,19.0
31086566,N03,16,10.68,FEMININ,14.0,11.0,9.5,13.0,7.0,7.5,10.5,9.5,17.5
37048949,N03,31,12.28,FEMININ,18.0,17.0,14.0,15.5,14.0,14.0,3.0,9.5,17.5
31063711,N05,16,15.97,MASCULIN,16.5,16.5,17.5,15.5,17.0,8.5,16.5,16.0,15.5
37023657,N03,13,11.26,FEMININ,7.5,8.5,17.0,12.5,12.0,12.0,8.0,11.0,13.0
39000678,N03,3,10.61,FEMININ,13.0,9.5,16.5,14.5,7.0,14.5,4.5,10.5,14.0
35031196,N03,7,13.8,FEMININ,12.5,12.5,14.5,10.0,12.5,2.0,15.5,17.0,19.5
33002574,N04,6,15.9,FEMININ,15.5,15.5,18.0,18.0,15.5,11.5,16.5,9.0,17.5
32072255,N03,44,12.33,FEMININ,7.5,8.0,16.5,17.5,8.0,12.5,10.0,15.0,18.0
37061451,N03,31,10.56,FEMININ,6.5,7.5,16.0,11.5,10.0,8.0,8.5,10.0,18.0
31006907,N03,15,13.25,FEMININ,11.5,16.0,15.5,14.0,12.5,11.0,10.0,13.0,15.0
37029499,N03,27,14.8,FEMININ,10.5,8.5,17.5,12.5,14.5,9.5,18.0,16.5,17.0
33002346,N03,6,9.3,MASCULIN,8.0,8.5,9.5,17.0,7.0,6.0,2.0,11.0,13.0
37011292,N03,13,14.47,MASCULIN,14.0,11.5,13.5,13.5,16.5,10.0,14.5,13.5,20.0
31090991,N03,16,11.58,FEMININ,11.0,13.0,10.5,13.0,12.0,6.0,12.0,10.5,13.5
35075547,N03,19,16.48,FEMININ,18.5,18.5,16.0,16.5,16.5,12.5,19.5,13.0,19.0
37012602,N03,13,11.67,FEMININ,11.5,12.5,12.0,9.5,10.5,9.0,12.0,11.0,16.5
38048748,N03,29,10.95,MASCULIN,8.0,7.5,18.0,15.5,9.5,14.0,5.0,10.5,16.0
32001596,N03,2,10.83,MASCULIN,6.5,5.5,6.5,11.5,15.5,3.5,7.0,14.5,14.0
35009617,N03,5,15.55,FEMININ,11.0,7.5,16.5,17.0,20.0,8.5,18.5,13.0,19.5
37019917,N03,13,10.31,FEMININ,8.0,7.5,10.5,13.0,6.5,10.5,9.0,12.0,15.0
38053940,N03,29,11.58,MASCULIN,7.5,7.0,14.5,14.5,12.0,8.0,12.0,11.0,12.5
36003983,N03,21,12.53,FEMININ,6.0,5.5,14.0,15.0,13.5,12.0,9.5,15.5,14.5
36047476,N03,36,10.29,FEMININ,7.5,7.5,14.0,13.5,14.0,4.0,7.0,7.5,16.5
32062257,N03,44,14.01,MASCULIN,11.0,13.5,17.5,17.0,11.0,11.5,16.5,12.0,17.5
35031568,N03,7,9.38,FEMININ,11.5,10.0,7.5,8.5,9.0,3.5,9.5,10.0,10.0
31084174,N04,16,10.26,MASCULIN,17.5,19.0,9.0,13.0,8.0,2.0,7.5,10.5,11.5
31085311,N03,16,10.97,FEMININ,14.0,15.0,11.0,16.0,8.5,9.0,7.0,9.0,17.5
36019108,N05,23,13.38,FEMININ,11.0,7.0,12.0,9.0,12.5,9.5,12.0,19.5,16.0
36002328,N03,21,10.68,FEMININ,9.5,6.5,14.5,12.0,9.0,6.5,13.0,8.5,15.0
32063195,N05,44,13.18,FEMININ,11.5,15.5,14.0,8.5,16.0,9.5,10.5,14.5,15.0
31094054,N05,16,13.85,MASCULIN,3.5,7.5,15.5,8.5,17.0,14.0,16.5,13.0,19.5
35006248,N04,5,16.55,MASCULIN,17.5,12.0,17.5,14.5,19.0,9.5,16.5,18.0,19.0
36030938,N03,23,15.3,FEMININ,12.5,10.0,16.5,17.5,16.5,12.5,18.0,13.0,16.5
37045750,N05,31,9.75,FEMININ,8.5,9.0,16.5,12.0,10.0,3.0,4.0,10.5,17.5
37072096,N05,48,10.48,MASCULIN,6.0,3.0,10.5,8.0,14.5,8.0,8.0,13.5,11.0
34004329,N03,4,14.03,FEMININ,11.0,14.0,13.0,13.0,11.5,15.5,16.5,13.5,18.5
36059112,N03,41,12.94,MASCULIN,14.5,13.0,15.0,18.0,16.0,3.0,10.5,9.5,17.0
39026891,N03,17,9.55,MASCULIN,10.0,6.0,12.5,12.5,2.0,8.0,9.0,12.0,15.5
37061429,N03,46,15.81,FEMININ,14.0,15.0,14.0,17.5,20.0,6.0,17.5,14.0,17.0
37020618,N03,13,10.22,FEMININ,7.0,7.5,11.0,9.5,9.0,5.5,12.0,10.0,16.5
36009254,N03,21,10.62,MASCULIN,4.0,3.5,14.5,10.5,11.0,4.0,12.0,11.0,17.5
38013415,N03,14,11.07,FEMININ,10.5,8.0,6.0,14.5,7.5,6.0,12.0,14.5,12.0
35048679,N05,19,9.53,MASCULIN,6.0,8.5,7.5,10.0,6.0,2.5,9.0,17.0,3.5
31080758,N03,16,14.74,FEMININ,11.0,10.0,17.5,9.5,19.0,11.0,15.0,15.0,18.5
31063307,N03,16,11.67,FEMININ,16.0,15.0,12.5,10.5,9.0,7.5,11.5,11.5,14.5
33029550,N03,18,10.78,FEMININ,4.0,6.5,14.0,12.0,9.5,6.0,9.0,14.0,15.0
34033703,N05,25,13.53,FEMININ,8.5,9.0,13.5,11.5,17.5,4.0,9.0,19.0,15.0
35037564,N03,7,15.35,FEMININ,15.0,13.5,13.5,14.5,16.0,13.5,16.0,14.5,19.5
35054998,N05,19,10.14,MASCULIN,4.5,3.0,13.5,5.5,11.0,4.0,7.5,15.5,15.0
33050795,N03,34,14.63,FEMININ,6.5,6.5,15.5,16.0,16.5,13.5,11.5,18.0,20.0
38026539,N03,20,10.07,MASCULIN,6.5,7.5,14.0,10.5,8.5,5.0,12.5,10.5,10.0
38043758,N05,29,11.88,MASCULIN,6.0,5.0,10.5,15.0,11.5,3.5,8.0,19.0,14.5
38035740,N03,22,18.0,MASCULIN,18.5,14.0,17.0,17.0,20.0,15.5,19.5,17.5,19.0
32036341,N03,26,14.24,FEMININ,9.5,13.0,16.5,16.0,15.0,12.0,15.0,13.0,17.5
32068116,N03,44,15.48,MASCULIN,18.0,11.5,17.0,13.0,17.0,14.5,17.0,13.0,18.0
34030415,N03,25,11.51,FEMININ,11.0,9.0,13.0,7.0,13.0,11.0,11.5,11.5,13.5
39056672,N03,30,11.19,MASCULIN,11.0,13.5,12.5,13.5,12.0,6.5,10.0,8.0,16.5
37048328,N03,31,12.38,FEMININ,7.5,6.0,12.5,11.0,11.5,12.0,15.5,13.5,14.0
38004451,N03,8,10.13,MASCULIN,7.0,5.0,13.0,12.5,11.5,9.0,12.0,5.5,16.0
31076770,N03,16,11.96,FEMININ,10.0,12.5,14.5,12.5,10.0,5.0,12.0,12.5,17.0
38041954,N03,22,12.88,FEMININ,9.5,11.5,15.5,15.0,13.0,10.5,11.5,12.5,18.5
38050793,N03,29,14.68,FEMININ,12.5,13.0,15.0,13.5,18.5,8.5,15.5,13.0,17.0
37074169,N03,48,10.12,MASCULIN,6.5,6.0,16.0,14.0,8.0,3.5,5.0,13.5,17.5
35003995,N03,5,15.77,FEMININ,15.5,14.5,18.0,14.0,16.5,12.0,18.5,13.0,19.5
38020865,N03,14,15.57,MASCULIN,13.0,9.5,15.0,15.0,19.5,12.0,16.5,14.5,19.0
37053794,N03,31,9.74,FEMININ,14.0,14.0,12.5,13.5,5.5,10.0,5.5,9.0,11.5
31058222,N03,16,14.25,FEMININ,17.0,14.0,14.5,17.0,14.0,8.5,16.5,10.5,18.5
31088678,N03,16,9.65,FEMININ,4.0,6.0,5.5,11.5,13.0,7.5,6.0,11.0,15.0
38033663,N03,22,9.88,FEMININ,9.5,12.5,11.5,7.5,7.5,12.0,11.0,8.0,11.5
31088238,N03,16,13.27,FEMININ,13.0,14.0,14.0,17.5,12.0,5.5,10.0,15.0,17.0
37064073,N05,46,11.06,FEMININ,10.0,13.0,11.0,17.0,8.0,9.0,10.0,10.5,15.0
31094226,N05,16,14.73,MASCULIN,9.0,14.0,12.0,9.0,17.0,2.5,16.5,18.5,17.0
34004513,N03,4,9.62,FEMININ,7.5,7.5,12.5,11.0,10.0,6.5,10.5,8.0,9.0
37042747,N04,31,13.09,MASCULIN,16.0,13.0,16.0,14.5,11.0,12.5,12.0,11.0,15.0
31062676,N03,16,10.25,FEMININ,12.5,12.0,14.0,12.5,8.5,2.5,7.0,11.0,13.5
33008312,N04,6,15.98,FEMININ,9.5,16.0,14.0,12.5,20.0,12.5,18.5,10.5,20.0
36005825,N03,21,11.27,FEMININ,17.5,10.5,11.5,12.0,9.0,4.5,10.0,11.0,16.5
37047060,N04,31,14.16,FEMININ,18.0,15.0,10.0,15.5,15.5,8.5,13.5,9.0,17.0
31052889,N03,16,11.38,FEMININ,7.5,14.5,10.5,16.0,11.5,3.5,8.0,11.5,18.5
34030005,N03,12,14.05,FEMININ,15.5,12.5,13.0,15.5,15.0,7.0,16.0,11.5,17.5
31009049,N03,15,10.08,FEMININ,14.5,14.5,9.5,15.0,8.0,6.0,8.5,4.5,18.0
35034130,N03,7,14.63,FEMININ,15.0,9.0,17.5,17.0,17.0,8.5,13.0,13.5,18.5
38052634,N03,32,9.43,FEMININ,3.0,6.5,11.5,9.0,5.5,14.5,10.0,10.5,13.0
38006700,N03,8,10.28,FEMININ,8.0,10.0,16.0,10.5,9.5,8.0,9.0,8.5,15.0
31092687,N03,16,13.41,FEMININ,13.5,11.0,12.5,15.5,12.0,12.5,15.5,12.0,17.0
33040963,N04,18,12.72,FEMININ,14.0,10.0,17.0,14.0,10.5,13.0,10.5,13.0,19.0
34050456,N03,40,13.17,FEMININ,12.0,16.5,14.5,16.5,11.5,8.0,8.5,14.5,19.0
39083833,N04,47,10.81,MASCULIN,7.0,7.5,11.0,10.5,12.0,7.0,11.5,11.5,11.0
34036174,N03,25,11.12,FEMININ,7.5,9.5,14.5,15.5,9.0,6.0,13.0,8.0,18.0
39080210,N03,47,9.32,MASCULIN,6.5,6.5,13.0,11.5,9.0,9.0,4.0,10.5,14.5
32053487,N03,42,12.3,FEMININ,8.0,12.5,11.5,5.0,11.5,11.5,15.0,13.0,18.5
31074939,N03,16,9.65,FEMININ,9.5,10.5,5.0,11.5,10.5,8.5,10.0,6.0,16.0
32016518,N03,2,11.53,FEMININ,8.0,7.5,14.5,15.5,8.5,9.5,12.5,11.5,17.5
36007909,N03,21,15.18,MASCULIN,13.5,13.5,16.5,13.5,15.0,10.5,19.5,14.0,16.0
35046457,N03,19,11.48,FEMININ,16.0,13.5,16.0,9.5,4.0,13.5,10.5,11.0,20.0
34062903,N03,43,9.53,MASCULIN,11.0,10.0,2.5,10.5,15.5,4.0,6.0,9.5,9.0
31033728,N03,35,10.15,FEMININ,5.5,6.5,14.0,11.0,10.5,7.0,10.5,8.0,17.0
34068705,N03,43,9.58,FEMININ,5.0,7.0,11.0,15.0,7.5,9.0,9.5,7.0,17.0
36031012,N03,24,11.18,FEMININ,5.0,2.0,12.0,10.5,13.0,6.5,9.0,15.0,16.5
33019145,N03,10,11.24,MASCULIN,6.5,11.5,11.0,10.0,17.0,6.0,12.0,8.5,11.0
35036255,N03,7,14.52,FEMININ,9.0,8.5,17.0,15.5,15.0,12.5,13.5,17.0,16.0
31053800,N03,16,15.1,FEMININ,12.5,14.5,16.5,15.5,18.0,5.5,13.5,16.5,17.0
31028214,N04,35,14.54,FEMININ,13.5,13.5,17.5,18.5,13.5,13.5,13.0,12.5,19.0
32040895,N03,26,13.45,FEMININ,13.5,13.5,11.5,12.5,13.5,8.0,14.0,13.0,19.0
34036306,N03,25,10.41,FEMININ,11.5,8.5,14.0,13.0,8.5,10.5,8.0,8.5,15.5
37038992,N03,31,12.5,FEMININ,14.0,10.0,14.5,16.5,10.5,7.5,11.0,13.0,14.5
35004822,N03,5,14.28,FEMININ,11.0,10.0,16.5,17.0,16.5,15.0,14.0,13.0,11.5
33029962,N03,10,11.02,MASCULIN,6.5,9.0,7.5,13.0,15.0,5.0,14.5,9.5,10.0
32018773,N03,9,10.32,FEMININ,11.0,10.0,11.0,12.0,2.5,10.0,13.0,12.0,10.5
